	12A01	12A06	12A08	12A09	12A10	12A11	12B02	12B04	12B05	12B08	12B09	12B10	12B11	12C02	12C05	12C09	12C11	12D05	12D07	12D08	12D09	12D11	12D12	12E02	12E04	12E05	12E06	12E10	12E11	12E12	12F02	12F03	12F04	12F05	12F06	12F08	12F10	12F11	12F12	12G01	12G02	12G03	12G04	12G05	12G06	12G07	12G08	12G09	12G10	12G11	12G12	12H01	12H02	12H04	12H05	12H08	12H09	12H10	12H11	13A01	13A02	13A03	13A04	13A08	13A10	13A11	13B01	13B03	13B07	13B10	13B11	13B12	13C01	13C04	13C05	13C10	13C12	13D01	13D03	13D07	13D09	13D11	13D12	13E02	13E04	13E05	13E06	13E07	13E09	13E10	13F02	13F04	13F08	13F11	13G02	13G04	13G07	13G08	13G10	13G12	13H02	13H04	13H05	13H06	13H11	13H12	14A03	14A04	14A06	14A07	14A10	14A11	14A12	14B06	14B08	14B10	14B11	14B12	14C01	14C02	14C03	14C04	14C05	14C06	14C07	14C08	14C09	14C10	14C11	14D03	14D07	14D09	14D12	14E01	14E02	14E03	14E04	14E05	14E06	14E07	14F04	14F05	14F06	14F08	14F09	14F10	14F11	14G02	14G03	14G04	14G06	14G09	14G10	14G12	14H02	14H05	14H06	14H08	14H09	14H11	1A03	1A05	1A09	1A11	1A12	1B01	1B02	1B03	1B07	1B09	1B10	1B11	1C01	1C02	1C03	1C04	1C05	1C07	1C09	1D01	1D02	1D07	1D08	1D09	1D10	1D12	1E01	1E07	7G11
12A01	0	38	21	23	26	18	27	21	30	32	126	39	22	20	20	21	21	21	19	24	19	20	22	20	20	22	27	19	20	20	22	25	52	25	23	33	23	26	23	76	50	18	21	21	18	19	17	18	19	25	120	18	18	19	17	57	21	20	22	20	21	21	20	19	22	20	20	19	22	20	95	28	21	18	23	21	20	20	21	22	25	20	23	22	20	24	33	20	20	23	22	20	20	21	25	23	21	21	18	22	19	22	20	20	20	22	23	21	22	24	21	36	20	22	21	21	20	22	18	18	22	70	19	19	57	22	78	22	29	20	62	19	22	20	23	20	23	21	23	22	24	21	20	20	22	19	20	23	20	25	26	20	19	23	22	23	24	21	20	22	23	20	18	20	19	21	20	20	22	22	24	21	22	22	23	22	20	26	22	20	20	20	21	20	21	18	18	18	23
12A06	38	0	23	17	20	20	31	25	18	24	98	25	22	22	22	17	23	17	25	18	23	22	22	26	20	26	27	23	26	22	24	33	46	23	27	35	31	36	29	80	54	22	29	29	26	25	27	26	25	23	102	24	24	23	27	47	25	20	20	28	21	29	22	29	34	24	26	21	30	28	81	30	23	24	23	23	22	20	17	24	29	22	27	26	26	26	39	18	18	23	26	20	22	21	27	29	25	23	20	22	21	24	22	22	24	22	25	25	22	26	21	30	20	24	25	23	22	28	20	20	22	64	21	21	53	20	70	20	35	24	52	23	30	22	21	22	25	21	25	22	26	23	22	22	22	23	22	19	24	25	30	22	25	17	24	23	28	21	22	24	25	20	20	24	23	23	24	24	28	24	28	25	22	22	27	16	20	30	22	22	22	26	23	26	23	22	24	22	23
12A08	21	23	0	6	13	5	16	12	15	21	117	26	7	7	7	6	10	6	10	9	8	9	7	9	5	13	18	8	11	9	9	18	41	10	14	26	16	17	14	71	49	7	14	14	11	12	12	11	10	10	111	9	9	10	12	42	10	5	7	13	6	14	7	14	17	11	13	6	15	13	86	15	8	9	8	8	7	5	6	9	14	7	12	11	11	11	24	5	5	8	11	5	7	6	14	12	10	8	5	7	6	9	7	7	9	7	10	10	9	11	6	23	5	9	8	8	7	9	5	5	9	59	6	6	38	7	61	7	20	9	53	6	13	7	8	5	12	8	10	9	11	8	7	7	7	6	7	10	9	10	15	7	10	10	9	8	11	6	7	9	10	5	5	9	8	8	9	9	9	9	13	8	7	5	12	7	5	15	9	7	7	11	8	11	8	7	9	7	8
12A09	23	17	6	0	13	5	16	12	13	17	113	24	7	7	7	6	10	6	10	7	8	7	7	11	5	13	16	8	11	9	9	18	39	10	12	24	16	21	14	75	47	7	14	14	11	10	12	11	10	8	107	9	9	8	12	38	10	5	5	13	6	14	7	14	19	9	11	6	15	13	84	15	8	9	8	8	7	5	4	9	14	7	12	11	11	11	24	3	5	8	11	5	7	6	12	14	10	8	5	7	6	9	7	7	9	7	10	10	7	11	6	19	5	9	10	8	7	13	5	5	7	59	6	6	40	5	63	5	20	9	53	8	15	7	8	7	10	6	10	9	11	8	7	7	7	8	7	10	9	10	15	7	10	8	9	8	13	6	7	9	10	5	5	9	8	8	9	9	13	9	13	10	7	5	12	7	5	15	9	5	7	11	8	11	8	7	9	7	8
12A10	26	20	13	13	0	8	19	17	16	26	110	21	10	10	12	7	15	7	13	8	13	14	12	14	10	16	21	13	14	12	12	21	44	13	17	29	19	24	19	76	50	10	17	17	14	17	15	14	13	17	116	12	14	13	15	49	15	10	12	16	11	17	10	17	22	14	16	11	18	16	83	22	13	12	13	13	10	10	11	14	17	12	15	14	12	14	27	10	10	13	14	8	10	11	15	17	13	11	8	12	9	10	10	10	12	12	13	13	12	16	11	28	10	12	13	11	10	16	8	8	14	60	9	9	47	12	64	12	23	12	54	11	18	10	13	12	15	11	13	14	16	11	10	10	12	11	10	13	12	15	18	10	13	13	12	13	16	11	10	12	13	10	8	12	11	13	12	12	16	14	16	13	12	12	15	12	10	18	12	12	10	14	13	14	13	10	12	10	13
12A11	18	20	5	5	8	0	11	9	12	18	118	23	4	2	4	3	7	3	5	6	5	6	4	6	2	8	13	5	6	4	4	13	38	7	9	21	11	16	11	70	44	2	9	9	6	9	7	6	5	9	110	4	6	5	7	41	7	2	4	8	3	9	2	9	14	6	8	3	10	8	83	14	5	4	5	5	2	2	3	6	9	4	7	6	6	8	19	2	2	5	6	2	2	3	9	9	5	3	0	4	1	4	2	2	4	4	5	5	4	8	3	20	2	4	5	3	2	8	0	0	6	56	1	1	39	4	62	4	15	4	50	3	10	2	5	4	7	3	5	6	8	3	2	2	4	3	2	5	4	7	10	2	5	7	4	5	8	3	2	4	5	2	0	4	3	5	4	4	8	6	8	5	4	4	7	4	2	10	4	4	2	6	5	6	5	2	4	2	5
12B02	27	31	16	16	19	11	0	18	23	29	123	32	15	9	15	14	16	14	16	15	14	15	13	15	13	19	24	14	15	13	9	18	43	18	14	26	16	21	16	77	53	13	14	16	13	16	14	13	12	16	121	11	15	14	14	52	14	13	15	13	14	14	11	14	19	11	13	12	15	17	88	23	14	13	12	14	11	11	14	15	12	13	14	11	11	15	24	13	13	16	11	13	11	12	18	18	16	12	11	13	10	11	9	13	9	9	10	10	13	17	14	29	13	13	14	12	11	17	11	11	17	67	12	12	50	15	73	15	24	15	61	14	19	13	16	15	16	14	10	15	19	12	11	13	13	12	11	14	13	14	15	11	14	16	13	14	17	14	13	13	14	11	11	13	14	16	13	13	17	17	17	16	15	15	16	15	13	19	13	15	11	15	16	15	16	13	13	13	16
12B04	21	25	12	12	17	9	18	0	19	23	121	26	11	11	9	10	12	10	12	13	10	11	11	13	9	15	18	10	13	11	13	20	43	14	16	28	18	23	16	79	49	11	16	14	13	14	14	13	12	16	115	11	11	12	12	48	12	9	11	13	10	14	11	16	19	15	15	10	17	15	90	21	12	13	12	12	11	9	10	13	16	11	14	13	15	13	26	9	9	12	15	9	11	10	18	18	14	12	9	11	10	13	11	11	13	11	14	14	13	15	10	27	9	13	14	12	11	15	9	9	13	59	10	10	46	11	67	11	24	13	53	12	17	11	12	11	16	12	14	11	13	12	11	11	11	12	11	12	13	12	17	11	14	12	13	12	15	10	11	13	14	9	9	13	12	12	13	13	15	13	15	12	11	11	16	9	9	19	13	11	11	15	12	15	12	11	13	11	12
12B05	30	18	15	13	16	12	23	19	0	22	116	23	14	14	14	9	15	9	17	12	15	16	14	18	12	16	25	15	18	16	16	25	38	15	21	29	23	28	21	78	52	14	21	21	18	19	19	18	17	17	108	16	16	17	19	47	17	12	14	20	13	21	14	21	26	18	20	13	22	20	89	24	15	16	15	15	14	12	11	16	21	14	19	18	18	18	31	12	10	15	18	12	14	13	21	21	17	15	12	14	13	16	14	14	16	14	17	17	16	18	13	24	12	16	17	15	14	20	12	12	16	62	13	13	47	14	68	14	27	16	46	15	22	14	11	14	17	15	17	16	18	15	14	14	14	15	14	15	16	17	22	14	17	13	16	15	20	13	14	16	17	12	12	16	15	15	16	16	20	16	20	17	14	14	19	10	12	22	16	16	14	18	15	18	15	14	16	14	15
12B08	32	24	21	17	26	18	29	23	22	0	104	31	20	20	20	19	21	19	23	22	21	22	20	24	16	26	27	21	24	22	22	29	46	21	27	35	29	34	27	72	48	20	27	27	24	25	25	24	23	25	98	22	22	21	25	47	23	18	20	26	19	27	20	27	32	24	26	19	28	26	79	32	21	22	19	21	20	18	15	22	27	20	25	24	24	24	37	18	16	21	24	18	20	19	27	27	23	21	18	20	19	22	20	20	22	20	23	23	22	24	19	26	18	22	23	21	20	26	18	18	22	54	19	19	45	20	56	20	33	22	50	21	28	20	19	20	25	21	23	22	16	21	20	20	20	21	20	21	22	23	28	20	23	19	22	21	26	19	20	22	23	18	18	22	21	21	22	22	26	22	26	23	20	18	25	18	18	28	20	20	20	24	21	24	21	20	22	20	21
12B09	126	98	117	113	110	118	123	121	116	104	0	101	114	116	120	115	119	115	123	112	119	118	116	120	118	124	121	119	122	118	114	119	108	115	119	113	121	124	119	116	102	118	119	123	118	117	119	118	119	111	74	118	118	117	121	97	119	118	116	118	119	119	118	119	124	114	116	115	122	122	71	118	119	118	117	115	118	116	115	118	117	116	119	118	118	118	129	116	116	115	118	116	118	117	119	125	123	119	118	118	117	116	116	120	114	114	115	115	118	122	117	110	116	118	121	119	118	124	118	118	120	94	119	119	101	118	86	114	131	122	96	121	126	120	115	120	121	119	117	118	112	119	118	120	118	119	118	115	118	121	122	118	119	111	120	119	124	119	120	120	121	116	118	120	121	121	120	120	122	122	124	123	118	116	125	114	118	128	120	114	120	124	121	124	121	120	122	120	117
12B10	39	25	26	24	21	23	32	26	23	31	101	0	23	23	23	20	24	20	26	21	22	23	21	25	23	27	28	22	25	23	25	30	47	28	28	36	30	35	28	77	55	25	28	28	25	26	26	25	24	28	113	23	23	22	26	50	24	23	23	27	24	28	23	28	33	27	27	22	31	27	78	33	24	25	24	24	23	21	24	25	30	23	28	27	29	27	40	23	23	26	27	23	23	22	30	30	28	24	23	23	22	25	25	25	25	23	26	26	25	27	24	29	21	23	26	24	23	29	23	23	27	67	24	24	50	25	65	23	36	27	55	26	31	25	26	25	28	26	26	23	29	24	23	25	23	24	23	24	25	26	31	23	26	22	25	24	29	24	25	25	26	21	23	25	26	26	25	25	29	27	29	28	23	23	30	21	23	33	27	25	25	29	26	29	26	25	27	25	26
12B11	22	22	7	7	10	4	15	11	14	20	114	23	0	6	6	5	9	5	9	8	7	8	4	10	4	12	17	7	10	8	8	17	40	7	13	23	15	20	13	70	44	6	13	13	10	11	11	10	9	11	112	8	8	9	11	41	9	4	6	12	5	13	6	13	18	10	12	5	14	12	85	18	7	8	7	7	6	4	5	8	13	6	11	10	8	8	23	4	4	7	10	2	6	5	11	13	9	7	4	6	5	6	6	6	8	6	9	9	8	10	5	20	2	6	9	7	6	12	4	4	8	58	5	5	39	6	60	4	19	8	52	7	14	6	7	6	11	7	9	8	10	7	6	6	6	7	6	9	8	9	14	6	9	9	8	7	12	5	6	8	9	4	4	8	7	7	8	8	12	8	12	9	4	4	11	6	4	14	8	6	6	10	7	10	7	6	8	6	7
12C02	20	22	7	7	10	2	9	11	14	20	116	23	6	0	6	5	7	5	7	6	5	6	4	6	4	10	15	5	6	4	2	11	36	9	7	19	9	14	9	70	44	4	7	7	4	7	5	4	3	7	112	2	6	5	7	43	5	4	6	6	5	7	2	7	12	4	6	3	10	8	81	14	5	4	5	5	2	2	5	6	7	4	7	4	6	6	17	4	4	7	4	4	2	3	9	9	7	3	2	4	1	2	2	4	2	2	3	3	4	8	5	20	4	4	5	3	2	8	2	2	8	58	3	3	41	6	64	6	15	6	52	5	10	4	7	6	7	5	3	6	10	3	2	4	4	3	2	5	4	7	8	2	5	7	4	5	8	5	4	4	5	2	2	4	5	7	4	4	8	8	8	7	6	6	9	6	4	12	6	6	4	8	7	8	7	4	6	4	7
12C05	20	22	7	7	12	4	15	9	14	20	120	23	6	6	0	5	5	5	5	8	3	6	6	6	4	8	13	3	6	8	8	13	38	9	9	21	11	16	9	72	46	6	11	11	8	9	9	8	7	11	114	6	6	7	9	43	7	4	6	8	5	9	6	9	14	10	10	5	12	8	87	18	7	8	7	7	6	4	5	8	13	6	11	10	10	10	21	4	4	7	8	4	6	5	13	13	7	7	4	4	5	8	6	6	8	6	9	9	8	10	5	22	4	8	9	7	6	10	4	4	6	58	3	5	41	4	64	6	17	6	52	5	14	4	7	4	9	5	9	8	10	7	6	6	6	7	6	9	8	9	14	6	9	9	6	5	10	3	4	6	9	4	4	6	5	5	6	6	10	6	10	7	6	6	11	6	4	14	8	8	6	8	5	8	5	6	8	6	7
12C09	21	17	6	6	7	3	14	10	9	19	115	20	5	5	5	0	8	0	8	3	6	7	5	9	3	11	16	6	9	7	7	16	39	8	12	24	14	19	12	73	47	5	12	12	9	10	10	9	8	10	113	7	7	8	10	42	8	3	5	11	4	12	5	12	17	9	11	4	13	11	84	17	6	7	6	6	5	3	4	7	12	5	10	9	9	9	22	3	3	6	9	3	5	4	12	12	8	6	3	5	4	7	5	5	7	5	8	8	7	9	4	21	3	7	8	6	5	11	3	3	7	57	4	4	40	5	63	5	18	7	49	6	13	5	6	5	10	6	8	7	9	6	5	5	5	6	5	8	7	8	13	5	8	6	7	6	11	4	5	7	8	3	3	7	6	6	7	7	11	7	11	8	5	5	10	5	3	13	7	7	5	9	6	9	6	5	7	5	6
12C11	21	23	10	10	15	7	16	12	15	21	119	24	9	7	5	8	0	8	6	9	2	5	7	5	7	7	12	2	3	9	9	10	37	12	6	18	8	13	8	71	41	7	8	8	5	6	6	5	6	12	115	5	3	6	8	44	4	7	9	7	6	6	7	6	11	11	9	6	9	7	86	19	4	5	8	8	7	5	6	7	12	7	12	7	9	7	18	7	5	10	5	7	5	4	12	14	10	6	7	5	6	7	9	7	9	7	10	8	7	11	6	23	7	7	8	6	7	7	7	7	5	59	6	8	44	7	65	9	14	5	53	6	13	5	8	7	8	6	10	7	13	6	5	7	7	6	7	8	7	10	13	7	8	8	7	6	11	4	7	7	8	5	7	5	6	4	3	5	9	5	7	6	9	9	14	7	7	15	11	11	9	7	4	7	4	9	7	7	10
12D05	21	17	6	6	7	3	14	10	9	19	115	20	5	5	5	0	8	0	8	3	6	7	5	9	3	11	16	6	9	7	7	16	39	8	12	24	14	19	12	73	47	5	12	12	9	10	10	9	8	10	113	7	7	8	10	42	8	3	5	11	4	12	5	12	17	9	11	4	13	11	84	17	6	7	6	6	5	3	4	7	12	5	10	9	9	9	22	3	3	6	9	3	5	4	12	12	8	6	3	5	4	7	5	5	7	5	8	8	7	9	4	21	3	7	8	6	5	11	3	3	7	57	4	4	40	5	63	5	18	7	49	6	13	5	6	5	10	6	8	7	9	6	5	5	5	6	5	8	7	8	13	5	8	6	7	6	11	4	5	7	8	3	3	7	6	6	7	7	11	7	11	8	5	5	10	5	3	13	7	7	5	9	6	9	6	5	7	5	6
12D07	19	25	10	10	13	5	16	12	17	23	123	26	9	7	5	8	6	8	0	11	4	7	9	5	7	7	12	4	5	9	9	12	41	12	8	20	8	15	10	73	43	7	8	10	7	10	8	7	6	14	115	5	7	6	8	46	8	7	9	7	8	8	7	8	13	11	9	8	11	7	88	19	8	7	10	10	7	7	8	11	14	9	12	9	9	11	20	7	7	10	7	7	7	8	14	12	10	8	5	7	6	9	7	7	9	9	10	10	9	13	8	25	7	9	10	8	7	9	5	5	7	61	4	6	44	7	67	9	16	5	55	6	15	5	10	7	10	6	10	11	13	8	7	7	9	8	7	10	9	12	15	7	10	12	7	8	11	6	5	7	10	7	5	5	4	6	5	5	9	7	9	6	9	9	12	9	7	15	9	9	7	7	6	7	6	7	7	7	10
12D08	24	18	9	7	8	6	15	13	12	22	112	21	8	6	8	3	9	3	11	0	7	6	6	10	6	14	17	7	10	8	8	17	38	11	11	23	15	20	13	74	48	8	13	13	10	9	11	10	9	9	114	8	8	7	11	43	9	6	6	12	7	13	6	13	18	8	10	5	14	12	83	16	7	8	7	7	6	4	7	8	13	6	11	10	12	10	23	4	6	9	10	6	6	5	11	13	11	7	6	6	5	8	8	8	8	6	9	9	6	10	7	20	6	8	9	7	6	12	6	6	8	60	7	7	43	6	66	6	19	10	52	9	14	8	9	8	9	7	9	8	12	7	6	8	6	7	6	9	8	9	14	6	9	5	8	7	12	7	8	8	9	4	6	8	9	9	8	8	12	10	12	11	8	8	13	8	6	16	10	8	8	12	9	12	9	8	10	8	9
12D09	19	23	8	8	13	5	14	10	15	21	119	22	7	5	3	6	2	6	4	7	0	3	5	3	5	7	12	0	3	7	7	10	37	10	6	18	8	13	6	73	43	7	8	8	5	6	6	5	4	10	115	3	3	4	6	44	4	5	7	5	6	6	5	6	11	9	7	4	9	5	86	17	4	5	6	6	5	3	6	7	12	5	10	7	9	7	18	5	5	8	5	5	5	4	12	12	10	6	5	3	4	7	7	7	7	5	8	8	7	9	6	21	5	7	8	6	5	7	5	5	5	59	4	6	42	5	65	7	14	5	53	6	13	5	8	5	8	6	8	7	11	6	5	7	5	6	5	8	7	8	13	5	8	8	5	4	9	4	5	5	8	3	5	3	4	4	3	3	7	5	7	6	7	7	12	7	5	15	9	9	7	7	4	7	4	7	7	7	8
12D11	20	22	9	7	14	6	15	11	16	22	118	23	8	6	6	7	5	7	7	6	3	0	6	6	6	10	13	3	6	8	8	11	40	11	7	19	9	14	9	74	44	8	9	9	6	5	7	6	5	9	114	4	4	3	7	43	5	6	6	8	7	9	6	9	14	8	6	5	12	8	85	16	5	6	7	7	6	4	7	8	13	6	11	8	10	8	21	4	6	9	8	6	6	5	11	13	11	7	6	6	5	8	8	8	8	6	9	9	6	10	7	20	6	8	9	7	6	10	6	6	6	60	7	7	43	6	66	6	17	8	54	9	14	8	9	8	9	7	9	8	12	7	6	8	6	7	6	9	8	9	14	6	9	7	8	7	12	7	8	8	9	4	6	6	7	7	6	6	10	8	10	9	8	8	13	8	6	16	10	8	8	10	7	10	7	8	8	8	9
12D12	22	22	7	7	12	4	13	11	14	20	116	21	4	4	6	5	7	5	9	6	5	6	0	8	4	12	17	5	8	6	6	13	38	9	11	21	11	16	11	72	46	6	11	11	8	9	9	8	7	9	114	6	6	7	9	41	7	4	6	10	5	11	4	11	14	8	8	3	12	10	85	16	5	6	5	5	2	2	5	4	11	4	9	8	10	8	19	4	4	7	8	4	4	3	9	9	9	3	4	2	3	6	6	6	6	4	5	7	6	6	5	16	2	4	5	5	4	8	4	4	8	58	5	5	39	6	62	4	15	8	52	7	10	6	7	6	9	7	5	6	10	3	4	6	2	5	4	5	4	5	10	2	5	7	4	3	8	5	4	4	5	2	4	4	5	5	6	4	8	6	8	9	4	4	11	6	4	12	8	6	6	8	5	10	5	4	8	6	7
12E02	20	26	9	11	14	6	15	13	18	24	120	25	10	6	6	9	5	9	5	10	3	6	8	0	8	8	13	3	4	8	8	9	40	13	7	19	9	12	9	74	44	8	9	9	6	9	7	6	5	13	116	4	6	5	7	47	7	8	10	6	9	7	6	7	12	10	8	7	10	6	85	18	7	6	9	9	6	6	9	10	13	8	11	8	10	10	19	8	8	11	6	8	6	7	13	13	11	7	6	6	5	8	8	8	8	8	9	9	8	12	9	24	8	8	9	7	6	6	6	6	8	60	5	7	43	8	66	10	15	6	56	7	14	6	11	8	9	7	9	10	14	7	6	8	8	7	6	9	8	11	14	6	9	11	6	7	8	7	6	6	9	6	6	4	5	7	4	4	6	8	8	5	10	10	13	10	8	16	10	10	8	8	7	8	7	8	8	8	11
12E04	20	20	5	5	10	2	13	9	12	16	118	23	4	4	4	3	7	3	7	6	5	6	4	8	0	10	15	5	8	6	6	15	38	5	11	23	13	18	11	72	46	4	11	11	8	9	9	8	7	9	112	6	6	7	9	41	7	2	4	10	3	11	4	11	16	8	10	3	12	10	85	16	5	6	3	5	4	2	3	6	11	4	9	8	8	8	21	2	2	5	8	2	4	3	11	11	7	5	2	4	3	6	4	4	6	4	7	7	6	8	3	20	2	6	7	5	4	10	2	2	6	56	3	3	37	4	62	4	17	6	50	5	12	4	5	4	9	5	7	6	8	5	4	4	4	5	4	7	6	7	12	4	7	7	6	5	10	3	4	6	7	2	2	6	5	5	6	6	10	6	10	7	4	2	9	4	2	12	6	6	4	8	5	8	5	4	6	4	5
12E05	22	26	13	13	16	8	19	15	16	26	124	27	12	10	8	11	7	11	7	14	7	10	12	8	10	0	13	7	6	12	12	13	42	15	9	17	11	16	13	76	46	8	11	11	8	11	9	8	9	15	114	8	8	9	11	49	9	10	12	10	9	9	10	9	14	14	12	11	12	10	91	20	9	8	13	13	10	10	11	12	15	12	15	10	10	12	19	10	10	13	8	10	8	9	15	17	11	9	8	10	9	10	10	8	12	12	13	11	10	16	9	26	10	10	11	9	10	10	8	8	8	64	7	9	47	10	70	12	17	6	54	7	16	6	13	10	11	7	13	12	16	9	8	8	12	9	10	13	10	13	16	10	11	15	10	11	14	7	8	10	11	10	8	8	7	7	6	8	12	8	10	7	12	12	15	10	10	16	12	12	10	8	7	8	7	10	8	8	13
12E06	27	27	18	16	21	13	24	18	25	27	121	28	17	15	13	16	12	16	12	17	12	13	17	13	15	13	0	12	11	15	17	18	43	20	12	24	16	21	18	75	47	13	16	16	13	14	14	13	14	20	113	13	13	12	16	52	14	15	13	15	14	14	15	14	19	17	15	16	17	15	84	25	14	13	18	18	15	15	16	17	20	17	20	15	15	17	26	13	15	18	13	15	13	14	18	22	16	14	13	15	14	15	15	13	17	17	18	16	13	21	14	31	15	15	16	14	15	15	13	13	11	65	12	14	52	13	69	15	22	11	55	12	19	11	18	15	14	10	18	15	21	14	13	13	17	14	15	16	15	20	21	15	16	16	15	16	19	12	13	15	16	15	13	13	12	12	11	13	17	13	15	12	17	17	20	15	15	21	17	15	15	13	12	13	12	15	13	13	18
12E10	19	23	8	8	13	5	14	10	15	21	119	22	7	5	3	6	2	6	4	7	0	3	5	3	5	7	12	0	3	7	7	10	37	10	6	18	8	13	6	73	43	7	8	8	5	6	6	5	4	10	115	3	3	4	6	44	4	5	7	5	6	6	5	6	11	9	7	4	9	5	86	17	4	5	6	6	5	3	6	7	12	5	10	7	9	7	18	5	5	8	5	5	5	4	12	12	10	6	5	3	4	7	7	7	7	5	8	8	7	9	6	21	5	7	8	6	5	7	5	5	5	59	4	6	42	5	65	7	14	5	53	6	13	5	8	5	8	6	8	7	11	6	5	7	5	6	5	8	7	8	13	5	8	8	5	4	9	4	5	5	8	3	5	3	4	4	3	3	7	5	7	6	7	7	12	7	5	15	9	9	7	7	4	7	4	7	7	7	8
12E11	20	26	11	11	14	6	15	13	18	24	122	25	10	6	6	9	3	9	5	10	3	6	8	4	8	6	11	3	0	8	8	9	40	13	5	17	7	12	9	72	42	6	7	7	4	7	5	4	5	13	116	4	4	5	7	47	5	8	10	6	7	5	6	5	10	10	8	7	8	6	87	18	5	4	9	9	6	6	9	8	11	8	11	6	8	8	17	8	8	11	4	8	4	5	11	13	9	5	6	6	5	6	8	6	8	8	9	7	6	12	7	24	8	6	7	5	6	6	6	6	6	62	5	7	45	8	68	10	13	4	56	5	12	4	11	8	7	5	9	8	14	5	4	6	8	5	6	9	6	11	12	6	7	11	6	7	10	5	6	6	7	6	6	4	5	5	2	4	8	6	6	5	10	10	13	10	8	14	10	10	8	6	5	6	5	8	6	6	11
12E12	20	22	9	9	12	4	13	11	16	22	118	23	8	4	8	7	9	7	9	8	7	8	6	8	6	12	15	7	8	0	6	15	38	11	11	23	13	18	13	68	46	6	11	7	8	11	9	8	7	11	112	6	8	7	7	45	9	6	8	10	7	11	4	11	14	8	10	5	10	8	83	14	7	6	7	7	4	4	7	8	9	6	7	8	10	10	19	6	6	9	8	6	4	5	9	9	9	5	4	6	3	6	6	6	6	6	7	7	6	8	7	20	6	6	7	5	4	10	4	4	10	58	5	5	43	8	64	8	15	8	52	7	10	6	9	8	7	7	7	4	12	5	4	4	6	5	2	5	6	9	10	4	7	7	6	7	10	7	6	4	7	4	4	6	7	9	6	6	10	10	10	9	8	8	9	6	6	12	8	8	4	10	9	8	9	6	8	6	9
12F02	22	24	9	9	12	4	9	13	16	22	114	25	8	2	8	7	9	7	9	8	7	8	6	8	6	12	17	7	8	6	0	11	36	11	7	19	9	14	9	72	46	6	7	9	6	9	7	6	5	9	114	4	8	7	9	45	7	6	8	6	7	7	4	7	12	4	6	5	10	10	81	14	7	6	5	7	4	4	7	8	7	6	7	4	6	8	17	6	6	9	4	6	4	5	11	11	9	5	4	6	3	4	2	6	2	2	3	3	6	10	7	22	6	6	7	5	4	10	4	4	10	58	5	5	41	8	64	8	17	8	54	7	12	6	9	8	9	7	3	8	12	5	4	6	6	5	4	7	6	9	8	4	7	9	6	7	10	7	6	6	7	4	4	6	7	9	6	6	10	10	10	9	8	8	11	8	6	14	8	8	6	10	9	10	9	6	8	6	9
12F03	25	33	18	18	21	13	18	20	25	29	119	30	17	11	13	16	10	16	12	17	10	11	13	9	15	13	18	10	9	15	11	0	37	20	8	16	4	9	10	77	47	11	8	12	7	10	8	7	10	16	121	9	9	10	12	54	10	15	17	7	14	6	13	6	9	11	7	12	11	13	84	25	12	9	14	14	11	13	16	11	12	13	14	9	11	13	16	15	15	18	7	15	11	12	14	18	16	10	13	11	12	11	11	13	9	11	10	8	13	17	14	27	15	13	12	12	13	11	13	13	13	67	12	14	50	15	73	17	18	11	61	12	17	11	18	15	14	12	10	15	21	10	11	13	13	12	13	14	9	16	13	11	10	18	11	12	15	12	11	11	12	13	13	9	10	10	9	9	13	11	11	12	17	17	20	17	15	19	17	17	15	11	10	13	10	13	13	13	18
12F04	52	46	41	39	44	38	43	43	38	46	108	47	40	36	38	39	37	39	41	38	37	40	38	40	38	42	43	37	40	38	36	37	0	39	39	35	39	42	35	96	68	38	39	43	38	39	39	38	39	37	98	38	38	39	41	65	39	38	38	36	39	37	38	37	42	36	38	35	38	42	79	50	39	38	37	37	38	36	37	38	39	36	39	38	40	40	47	38	36	39	36	38	38	37	43	45	43	39	38	36	37	38	36	40	34	34	35	35	40	42	39	44	38	40	41	39	38	42	38	38	40	74	37	39	69	38	82	40	49	40	60	39	46	38	39	38	41	39	37	38	42	39	38	40	38	39	38	35	38	41	42	38	39	37	38	37	42	37	38	38	41	36	38	38	39	39	38	38	42	40	42	41	40	40	45	36	38	48	42	42	40	42	39	42	39	40	42	40	37
12F05	25	23	10	10	13	7	18	14	15	21	115	28	7	9	9	8	12	8	12	11	10	11	9	13	5	15	20	10	13	11	11	20	39	0	16	24	18	23	16	73	45	9	16	16	13	14	14	13	12	12	107	11	11	12	14	40	12	7	9	15	8	16	9	16	21	13	15	8	17	15	86	21	10	11	8	10	9	7	8	11	16	9	14	13	11	11	26	7	7	10	13	5	9	8	14	16	12	10	7	9	8	9	9	9	11	9	12	12	11	13	8	25	7	11	12	10	9	15	7	7	11	59	8	8	40	9	63	9	22	11	53	10	17	9	8	9	12	10	12	11	13	10	9	9	9	10	9	12	11	12	17	9	12	12	11	10	15	8	9	11	12	7	7	11	10	10	11	11	15	11	15	12	9	7	14	9	7	17	11	11	9	13	10	13	10	9	11	9	8
